number_of_examples,time
2,0.03
10,0.08
20,0.13
30,0.18
40,0.23
50,0.29
60,0.34
70,0.4
80,0.46
90,0.52
100,0.58
110,0.64
120,0.68
130,0.74
140,0.81
150,0.84
160,0.91
170,0.97
180,1.02
190,1.06
200,1.14
210,1.19
220,1.25
230,1.29
240,1.35
250,1.41
260,1.47
270,1.53
280,1.59
290,1.64
300,1.67
310,1.72
320,1.78
330,1.85
340,1.9
350,1.96
360,2.0
370,2.09
380,2.14
390,2.17
400,2.28
410,2.31
420,2.34
430,2.43
440,2.47
450,2.55
460,2.6
470,2.64
480,2.69
490,2.78
500,2.82
